RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr true -p true -s true -n 3
  0 | How use Django for web development  P@k = 0.10000; R@k = 0.13333; A@k = 0.00427
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  9 | Using nested dictionary             P@k = 0.50000; R@k = 1.00000; A@k = 1.00000
 10 | Computing with timestamps           P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 11 | Lamdba not working                  P@k = 0.25000; R@k = 0.33333; A@k = 1.00000
 13 | Using class methods                 P@k = 0.05000; R@k = 0.16667; A@k = 0.05556
 14 | Class private members               P@k = 0.06667; R@k = 0.33333; A@k = 1.00000
 16 | Manipulating a list                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 18 | REST API requests                   P@k = 0.33333; R@k = 0.20000; A@k = 1.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 23 | Multithreading and synchonization   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 24 | Sorting Algorithms                  P@k = 0.40000; R@k = 0.66667; A@k = 1.00000
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.42857; R@k = 0.33333; A@k = 1.00000
 31 | Beautifulsoup web scrapers          P@k = 0.50000; R@k = 0.14286; A@k = 1.00000
 32 | New to programming                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 98 | Python                              P@k = 0.95000; R@k = 0.05882; A@k = 0.90476
 99 | C++                                 P@k = 0.95000; R@k = 0.10674; A@k = 0.27143
Weighted Precision@20 = 0.23809523809523808
Weighted Recall@20    = 0.19208777893179746
Weighted Accuracy@20    = 0.46158730158730166


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr false -p false -s false -n 6 --rocchio true
  0 | How use Django for web development  P@k = 0.40000; R@k = 0.53333; A@k = 0.01990
  1 | Recursion speed                     P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00210
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  5 | Issues with Qt                      P@k = 0.05000; R@k = 0.06250; A@k = 0.00215
  6 | Drawing in PyGame on collision      P@k = 0.15000; R@k = 1.00000; A@k = 0.02804
  7 | Python Opencv cannot detect         P@k = 0.10000; R@k = 0.66667; A@k = 0.00641
  8 | How to read and write to a file     P@k = 0.30000; R@k = 0.66667; A@k = 0.01575
  9 | Using nested dictionary             P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 10 | Computing with timestamps           P@k = 0.15000; R@k = 0.75000; A@k = 0.01695
 11 | Lamdba not working                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 12 | How to use class inheritance        P@k = 0.20000; R@k = 1.00000; A@k = 0.00941
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 15 | How can you use lists in python     P@k = 0.05000; R@k = 0.10000; A@k = 0.00214
 16 | Manipulating a list                 P@k = 0.05000; R@k = 0.20000; A@k = 0.00625
 17 | How to work with sockets            P@k = 0.20000; R@k = 1.00000; A@k = 0.01153
 18 | REST API requests                   P@k = 0.05000; R@k = 0.20000; A@k = 0.00210
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 21 | Operations on Pandas dataframe      P@k = 0.70000; R@k = 0.56000; A@k = 0.06452
 22 | The best way to implement a Numpy array P@k = 0.15000; R@k = 0.30000; A@k = 0.00965
 23 | Multithreading and synchonization   P@k = 0.40000; R@k = 0.80000; A@k = 0.04061
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00250
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 27 | How to Plot data in Python          P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.10000; R@k = 0.18182; A@k = 0.00422
 30 | Neural Networks tensors in keras    P@k = 0.40000; R@k = 1.00000; A@k = 0.10000
 31 | Beautifulsoup web scrapers          P@k = 0.15000; R@k = 0.42857; A@k = 0.00626
 32 | New to programming                  P@k = 0.05000; R@k = 0.04545; A@k = 0.00217
 98 | Python                              P@k = 0.70000; R@k = 0.04334; A@k = 0.07568
 99 | C++                                 P@k = 0.35000; R@k = 0.03933; A@k = 0.02215
Weighted Precision@20 = 0.1428571428571428
Weighted Recall@20    = 0.3339654694162668
Weighted Accuracy@20    = 0.013109538330180191


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr false -p false -s false -n 7
  1 | Recursion speed                     P@k = 0.25000; R@k = 0.50000; A@k = 1.00000
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  5 | Issues with Qt                      P@k = 1.00000; R@k = 0.06250; A@k = 1.00000
  9 | Using nested dictionary             P@k = 0.33333; R@k = 0.50000; A@k = 1.00000
 11 | Lamdba not working                  P@k = 0.33333; R@k = 0.33333; A@k = 1.00000
 13 | Using class methods                 P@k = 0.05000; R@k = 0.16667; A@k = 0.07143
 14 | Class private members               P@k = 0.07143; R@k = 0.33333; A@k = 1.00000
 16 | Manipulating a list                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 18 | REST API requests                   P@k = 0.25000; R@k = 0.20000; A@k = 1.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 24 | Sorting Algorithms                  P@k = 0.40000; R@k = 0.66667; A@k = 1.00000
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.42857; R@k = 0.33333; A@k = 1.00000
 29 | How to get my regex to work         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 31 | Beautifulsoup web scrapers          P@k = 0.50000; R@k = 0.14286; A@k = 1.00000
 32 | New to programming                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 98 | Python                              P@k = 0.95000; R@k = 0.05882; A@k = 0.90476
 99 | C++                                 P@k = 0.95000; R@k = 0.10674; A@k = 0.27143
Weighted Precision@20 = 0.2758333333333333
Weighted Recall@20    = 0.17021277893179743
Weighted Accuracy@20    = 0.5123809523809524


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr false -p false -s false -n 7 --rocchio true
  0 | How use Django for web development  P@k = 0.10000; R@k = 0.13333; A@k = 0.00513
  1 | Recursion speed                     P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00210
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  5 | Issues with Qt                      P@k = 0.05000; R@k = 0.06250; A@k = 0.00215
  6 | Drawing in PyGame on collision      P@k = 0.15000; R@k = 1.00000; A@k = 0.08108
  7 | Python Opencv cannot detect         P@k = 0.15000; R@k = 1.00000; A@k = 0.01099
  8 | How to read and write to a file     P@k = 0.25000; R@k = 0.55556; A@k = 0.01319
  9 | Using nested dictionary             P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 10 | Computing with timestamps           P@k = 0.15000; R@k = 0.75000; A@k = 0.06383
 11 | Lamdba not working                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 12 | How to use class inheritance        P@k = 0.20000; R@k = 1.00000; A@k = 0.00955
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 15 | How can you use lists in python     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 16 | Manipulating a list                 P@k = 0.05000; R@k = 0.20000; A@k = 0.00769
 17 | How to work with sockets            P@k = 0.15000; R@k = 0.75000; A@k = 0.00880
 18 | REST API requests                   P@k = 0.05000; R@k = 0.20000; A@k = 0.00210
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 21 | Operations on Pandas dataframe      P@k = 0.75000; R@k = 0.60000; A@k = 0.14563
 22 | The best way to implement a Numpy array P@k = 0.15000; R@k = 0.30000; A@k = 0.00987
 23 | Multithreading and synchonization   P@k = 0.30000; R@k = 0.60000; A@k = 0.04255
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00267
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 27 | How to Plot data in Python          P@k = 0.10000; R@k = 0.33333; A@k = 0.00491
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.10000; R@k = 0.18182; A@k = 0.00422
 30 | Neural Networks tensors in keras    P@k = 0.40000; R@k = 1.00000; A@k = 0.11765
 31 | Beautifulsoup web scrapers          P@k = 0.10000; R@k = 0.28571; A@k = 0.00419
 32 | New to programming                  P@k = 0.10000; R@k = 0.09091; A@k = 0.00432
 98 | Python                              P@k = 0.70000; R@k = 0.04334; A@k = 0.07568
 99 | C++                                 P@k = 0.30000; R@k = 0.03371; A@k = 0.01911
Weighted Precision@20 = 0.13428571428571426
Weighted Recall@20    = 0.3399426593388821
Weighted Accuracy@20    = 0.018569603392347502


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr false -p false -s false -n 8
  1 | Recursion speed                     P@k = 1.00000; R@k = 0.50000; A@k = 1.00000
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  5 | Issues with Qt                      P@k = 1.00000; R@k = 0.06250; A@k = 1.00000
  9 | Using nested dictionary             P@k = 0.33333; R@k = 0.50000; A@k = 1.00000
 11 | Lamdba not working                  P@k = 0.50000; R@k = 0.33333; A@k = 1.00000
 13 | Using class methods                 P@k = 0.05000; R@k = 0.16667; A@k = 0.10000
 14 | Class private members               P@k = 0.10000; R@k = 0.33333; A@k = 1.00000
 16 | Manipulating a list                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 18 | REST API requests                   P@k = 0.25000; R@k = 0.20000; A@k = 1.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 24 | Sorting Algorithms                  P@k = 0.40000; R@k = 0.66667; A@k = 1.00000
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 28 | Sql database                        P@k = 0.42857; R@k = 0.33333; A@k = 1.00000
 29 | How to get my regex to work         P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 31 | Beautifulsoup web scrapers          P@k = 0.50000; R@k = 0.14286; A@k = 1.00000
 32 | New to programming                  P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 98 | Python                              P@k = 1.00000; R@k = 0.06192; A@k = 0.86957
 99 | C++                                 P@k = 1.00000; R@k = 0.11236; A@k = 0.27778
Weighted Precision@20 = 0.3280952380952381
Weighted Recall@20    = 0.1706484765698118
Weighted Accuracy@20    = 0.5123671497584541


RESULTS FOR java -jar target/searcher.jar -t custom -w true -tr false -p false -s false -n 8 --rocchio true
  0 | How use Django for web development  P@k = 0.15000; R@k = 0.20000; A@k = 0.00765
  1 | Recursion speed                     P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.00210
  4 | Python Tkinter button not working   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  5 | Issues with Qt                      P@k = 0.05000; R@k = 0.06250; A@k = 0.00215
  6 | Drawing in PyGame on collision      P@k = 0.15000; R@k = 1.00000; A@k = 0.08108
  7 | Python Opencv cannot detect         P@k = 0.15000; R@k = 1.00000; A@k = 0.01149
  8 | How to read and write to a file     P@k = 0.25000; R@k = 0.55556; A@k = 0.01319
  9 | Using nested dictionary             P@k = 0.05000; R@k = 0.50000; A@k = 0.00208
 10 | Computing with timestamps           P@k = 0.15000; R@k = 0.75000; A@k = 0.08824
 11 | Lamdba not working                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 12 | How to use class inheritance        P@k = 0.05000; R@k = 0.25000; A@k = 0.00209
 13 | Using class methods                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 14 | Class private members               P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 15 | How can you use lists in python     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 16 | Manipulating a list                 P@k = 0.05000; R@k = 0.20000; A@k = 0.00833
 17 | How to work with sockets            P@k = 0.15000; R@k = 0.75000; A@k = 0.00880
 18 | REST API requests                   P@k = 0.10000; R@k = 0.40000; A@k = 0.00418
 19 | Create testing environment in python P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 20 | Using nested JSON                   P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 21 | Operations on Pandas dataframe      P@k = 0.85000; R@k = 0.68000; A@k = 0.22368
 22 | The best way to implement a Numpy array P@k = 0.20000; R@k = 0.40000; A@k = 0.01365
 23 | Multithreading and synchonization   P@k = 0.45000; R@k = 0.90000; A@k = 0.14516
 24 | Sorting Algorithms                  P@k = 0.05000; R@k = 0.33333; A@k = 0.00209
 25 | What’s the difference between passing a parameter by reference or by value P@k = 0.05000; R@k = 0.50000; A@k = 0.00261
 26 | Pointers in C++                     P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 27 | How to Plot data in Python          P@k = 0.10000; R@k = 0.33333; A@k = 0.00494
 28 | Sql database                        P@k = 0.05000; R@k = 0.11111; A@k = 0.00211
 29 | How to get my regex to work         P@k = 0.10000; R@k = 0.18182; A@k = 0.00422
 30 | Neural Networks tensors in keras    P@k = 0.25000; R@k = 0.62500; A@k = 0.10417
 31 | Beautifulsoup web scrapers          P@k = 0.10000; R@k = 0.28571; A@k = 0.00419
 32 | New to programming                  P@k = 0.10000; R@k = 0.09091; A@k = 0.00432
 98 | Python                              P@k = 0.70000; R@k = 0.04334; A@k = 0.07568
 99 | C++                                 P@k = 0.30000; R@k = 0.03371; A@k = 0.01911
Weighted Precision@20 = 0.13714285714285715
Weighted Recall@20    = 0.3291331355293583
Weighted Accuracy@20    = 0.024102001735909036


RESULTS FOR java -jar target/searcher.jar -t custom -w false -tr true -p true -s true -n 3
  0 | How use Django for web development  P@k = 0.66667; R@k = 0.13333; A@k = 1.00000
  1 | Recursion speed                     P@k = 0.10000; R@k = 1.00000; A@k = 0.50000
  2 | Templates usage c++                 P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
  3 | How to loop over data               P@k = 0.05000; R@k = 0.16667; A@k = 0.01031
  4 | Python Tkinter button not working   P@k = 0.13333; R@k = 0.66667; A@k = 1.00000
  5 | Issues with Qt                      P@k = 0.40000; R@k = 0.50000; A@k = 0.02477
  7 | Python Opencv cannot detect         P@k = 0.05000; R@k = 0.33333; A@k = 0.20000
  8 | How to read and write to a file     P@k = 0.05000; R@k = 0.11111; A@k = 0.00794
  9 | Using nested dictionary             P@k = 0.10000; R@k = 1.00000; A@k = 1.00000
 10 | Computing with timestamps           P@k = 0.10526; R@k = 0.50000; A@k = 1.00000
 11 | Lamdba not working                  P@k = 0.15000; R@k = 1.00000; A@k = 0.50000
 12 | How to use class inheritance        P@k = 0.20000; R@k = 1.00000; A@k = 0.06780
 13 | Using class methods                 P@k = 0.05000; R@k = 0.16667; A@k = 0.04348
 14 | Class private members               P@k = 0.00000; R@k = 0.00000; A@k = 0.00000
 15 | How can you use lists in python     P@k = 0.15000; R@k = 0.30000; A@k = 0.10714
 16 | Manipulating a list                 P@k = 0.25000; R@k = 1.00000; A@k = 0.02193
